date_ist,actual,m3_residual_l2_nogeo,idw_k8
2025-10-24,31.18041666666667,21.70305357424577,32.24154074665068
2025-10-25,26.1946875,21.785730490862125,16.749425184308517
2025-10-27,25.389047619047616,16.134530279466578,12.595456897575968
2025-10-28,35.04175,29.1952992035014,34.90573432962182
2025-10-29,45.87711805555555,18.987686256686647,16.213555076028896
2025-10-30,26.38391304347826,18.973274002780585,20.04171479795657
2025-10-31,43.77614583333334,24.832383548012675,28.205703504433455
2025-11-01,43.47764492753623,36.43257398268896,44.33025004846866
2025-11-05,46.98097222222222,18.526688973390627,20.571791698316876
2025-11-06,47.468043478260874,25.701582396918123,27.04332382589333
2025-11-07,65.10451388888889,35.44386850259131,35.19120172797642
2025-11-08,62.71486111111111,33.31220156968624,34.627132778218524
2025-11-09,53.83736111111111,46.97593330531483,51.2458848117979
2025-11-11,70.86729166666667,46.45495877277826,57.617103403933825
2025-11-12,71.60936507936508,49.324787785215726,63.64739598824271
2025-11-13,52.527256944444446,40.844197345119575,36.036354648364124
2025-11-14,77.13003623188406,73.3968416155756,96.52450511587558
2025-11-15,67.05708333333332,53.12132640924759,60.23619283986467
2025-11-16,61.53413194444445,45.60619990938555,45.94157238805117
2025-11-17,60.70821969696969,43.45013062774867,43.80756687898701
2025-11-18,50.9359649122807,30.527185397057096,27.490802944592975
2025-11-19,25.40111111111111,25.191200698318227,24.41246011966968
2025-11-20,29.50462121212121,32.2643171845842,29.163244821999843
2025-11-21,27.114791666666665,34.00348251796215,30.800887394871214
2025-11-22,23.34295138888889,32.31586073956217,25.533308968620062
2025-11-23,16.370795454545455,21.133403631479396,16.21914984865964
2025-11-24,26.543402777777775,21.727172454080986,15.0215173978598
2025-11-25,40.85854166666667,43.642438821891055,44.00592945641066
2025-11-26,58.55586805555556,43.259295506856986,43.80003011035351
2025-11-27,37.56423611111111,50.83938319021498,53.312019721683114
2025-11-28,62.97302083333333,52.15351951586565,64.01733697196013
2025-11-29,71.04354166666667,50.75370584747606,54.780048195559566
2025-11-30,40.09604166666667,35.51309497563869,35.78636700376181
2025-12-01,48.46630434782608,22.75641732237318,19.24434895280844
2025-12-02,49.67590277777777,39.781886137472036,24.270388787996943
2025-12-03,29.57034722222222,27.39689597429083,19.366163366271145
2025-12-04,35.76424603174603,42.574553601876616,30.328804682022703
2025-12-05,35.1534375,39.78501315638898,22.28283926120632
2025-12-06,75.1692013888889,56.323953856051915,68.45890270279914
2025-12-07,67.27916666666667,41.17990183757539,30.491571942980283
2025-12-08,56.344722222222224,42.21053226280349,31.179606557091546
2025-12-09,47.49534722222222,46.6857775506849,42.89872592219109
2025-12-10,44.7203125,45.71383732182312,36.219753644627886
2025-12-11,49.20333333333333,54.575992360749964,59.06261038000028
2025-12-12,67.63451388888889,53.507912946273315,66.63645810694308
2025-12-13,56.15402777777778,51.09215473004103,39.709303184195996
2025-12-14,40.93611111111111,45.41038390596081,32.08227246665292
2025-12-15,38.47645833333333,41.24488583074683,28.950547610685625
2025-12-16,48.710520833333334,48.10456717416406,54.57170565041031
2025-12-17,24.62013888888889,34.52953133186782,23.050518060278876
2025-12-18,21.44111111111111,30.115593552359265,32.61388276087222
2025-12-19,51.2427536231884,54.8880550351979,66.16902706478417
2025-12-20,58.76680555555556,49.09721120585891,42.907345340810195
2025-12-21,60.68201388888889,44.59883291240189,46.26161632991795
2025-12-22,47.646562499999995,55.50824269329752,67.15645718123399
2025-12-23,21.80763888888889,59.267513185020334,83.54182243108818
2025-12-24,47.404746376811595,40.54840109137562,39.654376023986075
2025-12-25,52.75090277777778,41.76558247847472,40.66123224737075
2025-12-26,47.56635416666666,37.6451933759801,34.3460092212655
2025-12-27,50.71217391304347,39.97192265240831,39.07572229990541
2025-12-28,36.86003623188406,38.6018427495855,33.77484411260635
2025-12-29,29.7146875,42.66703317276083,42.18677540030551
2025-12-30,33.62,42.19169120642098,45.076369030742505
2025-12-31,69.64409722222221,46.768345922185404,49.68241966028091
2026-01-01,61.837291666666665,41.889050169564726,41.04301519559582
2026-01-02,37.460476190476186,40.698280513706834,30.307622631587137
2026-01-03,45.47206521739131,42.75614498588018,35.711239412170706
2026-01-04,35.884930555555556,35.79414940709507,36.36743065509077
2026-01-05,37.543506944444445,39.7388106630697,33.75304147466801
2026-01-06,56.00465277777778,40.06523749952399,43.31266191568566
2026-01-07,56.00270833333334,31.826603209030917,32.65575762002127
2026-01-08,39.994236111111114,34.5318181533435,31.342572376075875
2026-01-09,31.637083333333333,30.071960969453492,28.34077659843743
2026-01-10,36.07787037037037,34.60378559863808,50.49571764153115
2026-01-21,43.919131944444445,48.516406564759755,38.76108100385446
2026-01-22,26.331666666666667,40.19585007789373,36.236192963401045
2026-01-23,35.18833333333333,40.74570826342716,25.927296907699752
2026-01-24,35.41180555555555,27.52564500136641,26.381833681923197
2026-01-25,23.08458333333333,31.102613403006742,27.551324986280022
2026-01-26,14.794305555555555,31.554958984644152,23.002151643004275
2026-01-27,24.877318840579708,35.40204805851579,30.82735083504023
2026-01-28,42.93854166666667,40.71089495157861,30.76675762165818
2026-01-29,51.39223484848485,40.067247666823604,34.66208033594746
2026-01-30,51.03456521739131,48.52390716090184,38.455019452692476
2026-01-31,35.444652777777776,49.89346247409465,57.29130798863003
2026-02-01,25.43552083333333,37.71788890462245,28.638160831410904
2026-02-02,49.97028985507246,39.801168231055655,29.91968183315966
2026-02-05,25.255972222222223,44.6212458278454,37.121899955173404
2026-02-06,24.194652777777776,48.20196864788747,40.881605450721025
2026-02-07,27.544131944444445,42.360819852229184,41.82485504995299
2026-02-09,54.5803125,50.550544251299826,23.382784832233547
2026-02-10,43.14388888888889,44.24990189824318,41.69399199836665
2026-02-11,24.757361111111113,42.03081876427833,42.02210108307353
2026-02-12,12.036159420289858,38.385687707757235,39.876406695325905
2026-02-13,33.11635416666667,42.293328015422574,38.321539188463966
2026-02-14,29.688055555555554,29.24463625667946,47.78534438221598
2026-02-15,46.721875000000004,44.18365577013187,42.92307827039964
2026-02-20,9.395833333333334,31.374247702340064,32.519547563373116
2026-02-21,28.917743055555558,30.543999474297948,22.328719644092725
2026-02-22,40.96163043478261,34.62099394288911,28.509835670670245
2026-02-24,53.284601449275364,43.7582315817541,30.429172417504468
2026-02-25,30.04513888888889,41.03074809023565,33.22797540883413
2026-02-26,33.862604166666664,37.24256126372439,31.12056140793338
2026-02-27,39.101284722222225,40.88520368770219,28.588883211967637
2026-02-28,37.82774305555555,32.08052646674665,28.20916323980641
2026-03-01,35.15413043478261,30.376305999170953,21.48977327974213
2026-03-02,36.39492063492063,37.0713295609796,24.225132478969318
2026-03-03,42.60319444444445,37.75980926487722,24.737304392703678
2026-03-04,39.29802083333333,50.12343653815946,45.71838994380619
2026-03-05,38.90086956521739,52.62942680550918,56.20647668636675
2026-03-06,48.098645833333336,48.33032306528658,70.2209357043804
2026-03-07,63.68575,43.0821342196314,46.62079680969775
2026-03-08,56.96645833333333,53.180112749651,39.14764353490238
2026-03-09,42.126354166666665,49.033836411345426,39.54382264133904
2026-03-11,28.805104166666666,41.271544081859844,31.516617621674353
2026-03-14,31.576111111111114,42.203458258678424,33.02524141735443
2026-03-15,31.465763888888887,50.06566712400182,33.837317024657544
2026-03-16,29.41361111111111,39.14416957733475,33.96068024114109
2026-03-17,32.44274305555556,38.917914199100125,30.55170990022036
2026-03-18,7.284618055555555,36.30495293256498,29.145440711206113
2026-03-19,18.946145833333333,32.03886811919577,27.91067173723225
2026-03-20,27.17052083333333,41.41642488509535,29.408693252674862
2026-03-21,24.848055555555558,36.95898675910596,26.77729945975835
2026-03-22,22.51545138888889,41.748478276069434,36.407197187161685
2026-03-26,26.150289855072465,39.87585502354952,32.758054586256264
2026-03-27,37.783993055555555,33.545086499890594,32.222275643687205
2026-03-28,30.843229166666664,35.087846743819405,33.83416646145924
2026-03-29,26.07954861111111,35.92763594686285,32.652736410776306
2026-03-30,8.785036231884058,37.05540587607327,37.69716144499866
2026-03-31,32.00902777777778,37.16518202086554,28.267456003854615
2026-04-01,25.229895833333334,34.210426954168845,26.711161989182134
2026-04-02,23.630243055555557,30.25557355391436,27.051405624744167
2026-04-03,25.022118055555556,32.233357775689306,30.24411763873547
2026-04-04,26.043020833333333,24.386891967726363,27.529744455412047
2026-04-05,22.261423611111113,24.57633380944406,22.740289951292468
2026-04-06,22.39119565217391,18.53824875118432,17.790236936427334
2026-04-07,23.075719696969696,23.498111124873084,18.468932685051154
2026-04-08,24.259618055555553,26.172553072511267,25.828388089323017
2026-04-09,24.464722222222225,24.749857164179872,25.28661698044583
2026-04-10,25.143159722222222,24.409744353475617,26.107524977840864
2026-04-11,30.74300724637681,32.17512596304507,34.780869194003486
2026-04-12,30.29697916666667,31.781332788199435,32.94908525962309
2026-04-13,33.05913043478261,35.535687823299746,38.95326485274963
2026-04-14,28.565158730158732,31.667865670981552,31.34255474563775
2026-04-15,41.13111111111111,38.109043862198284,41.61731154588224
2026-04-17,41.227613636363635,31.295084326270832,32.20657430179292
2026-04-18,33.32933333333334,31.612802560711145,27.48423117410611
2026-04-19,25.188478260869566,29.69485808032718,24.7777950304905
2026-04-20,27.21728260869565,31.21485256889234,27.083660838281723
2026-04-21,30.944166666666664,31.144031129614817,28.656700797387685
2026-04-22,32.81138888888889,27.28495078160288,27.891123411914123
2026-04-23,28.885451388888885,26.021882174187105,26.54769840622381
2026-04-24,28.400978260869564,36.5084632616319,29.554386172397983
2026-04-28,27.808541666666667,27.953964413404737,32.5940289664261
2026-04-29,71.98141304347826,25.68339307749873,34.263341307339765
2026-04-30,13.50673611111111,25.323964447013996,27.15044465136378
2026-05-01,28.949027777777776,20.161418767899224,22.286385463582842
2026-05-07,16.355879629629626,21.608810791168665,25.05408003369441
2026-05-08,23.124583333333334,15.857341780523784,19.058052284865223
2026-05-09,23.643506944444443,17.924385250886143,22.692315548729255
2026-05-10,20.857916666666668,21.920062973521116,22.602851938999372
2026-05-11,33.74993055555556,23.615749322567055,24.462132728802235
2026-05-12,35.30973484848485,23.14516532444457,25.667407092026757
2026-05-13,30.99014492753623,21.309213035602276,23.755053062475547
2026-05-14,22.003208333333333,20.604933885633162,23.67757387799862
2026-05-17,24.34045138888889,22.71259780807269,26.11120156881798
2026-05-18,18.73357638888889,18.570492610956382,20.144783511268848
2026-05-19,8.854861111111111,15.969675189007802,15.504268279120486
2026-05-20,2.733541666666667,14.61153509330733,14.35037658530373
2026-05-21,7.766666666666667,14.53559241620758,14.632010136780256
2026-05-22,2.48981884057971,20.367555405140273,12.146518896473872
2026-05-27,8.868833333333333,17.653675854795196,19.670866098903947
2026-05-28,11.838478260869564,16.516592165626367,16.63075893615925
2026-05-29,9.643659420289856,15.724823156966437,15.592975519145313
2026-05-30,10.718645833333333,16.458261661419165,17.780421040572183
2026-05-31,10.694756944444444,17.847802593122935,18.966476662198215
2026-06-01,15.402083333333332,19.04870362873955,21.531738894259814
2026-06-02,17.926050724637683,19.829344985301827,22.405077976289316
2026-06-03,12.147743055555557,14.828423967724024,16.21183163486477
2026-06-04,14.756875,15.154020388439726,14.110600713059549
2026-06-05,21.995434782608694,13.46855139409038,12.742559223835059
2026-06-06,23.012391304347826,14.967831929997901,16.151977764301243
2026-06-07,4.864166666666667,14.795129276860898,13.350369472863768
2026-06-08,9.69213768115942,18.200373562135663,16.834938803513264
2026-06-09,20.2,18.185043354674384,16.74621186120094
2026-06-10,19.738214285714285,16.793300122909752,13.395113588529133
2026-06-11,30.840000000000003,14.876930070072117,15.34379309569683
2026-06-15,30.839999999999996,16.182063423990154,17.42526296388347
2026-06-16,33.6567803030303,18.821993044611972,20.029614147624972
2026-06-17,37.57047101449275,16.030594083947413,18.795122228861846
2026-06-18,25.104891304347827,15.891366813457966,16.838953821634128
2026-06-19,20.03246212121212,17.920517933675157,20.113643337663458
2026-06-20,25.419420289855072,20.98170728480144,21.77733513801817
2026-06-21,9.521493055555554,16.15384280409581,16.338619109367585
2026-06-22,8.681702898550725,14.739197583682351,15.91953670240624
2026-07-04,19.786626984126983,19.465819601529105,19.266565810677438
2026-07-09,22.711008771929823,19.911979809688198,17.605165151263733
2026-07-10,30.528552631578947,20.451745730003257,20.995049843546493
2026-07-11,30.465615942028986,21.43794975838265,20.695254733774288
2026-07-12,23.701449275362318,19.540067134011082,16.71820740825396
2026-07-13,23.118106060606063,20.22616284322039,19.202546751093212
2026-07-14,24.229087301587303,22.719423704287756,21.52637346035137
2026-07-15,26.605978260869566,22.66224224389462,21.773034578800775
2026-07-16,17.279074074074074,22.946896809736334,23.015131528399127
2026-07-17,31.325905797101452,20.728550586298798,21.874793769163677
2026-07-18,19.481666666666666,22.555807265726088,21.043986162342083
2026-07-21,16.62623188405797,21.13835737076685,21.02643689308985
2026-07-22,17.876008771929822,21.554307928902585,20.725132846513233
2026-07-23,21.339708333333334,19.640286447929746,19.81073401760097
2026-07-24,21.55318181818182,19.391664930931455,17.356752945746166
2026-07-30,23.268859649122806,19.153580149831303,18.727672177435483
2026-07-31,21.216269841269842,20.012670618666686,19.521321524513045
2026-08-01,18.557375,18.5628811154567,16.843167276161793
